reading_order,batch,sample_id,swap_from,swap_to,clause_replaced_to,caption_distractor,q1_grammatical,q2_asserts_swap_to,q3_not_still_true,notes
565,6,sushi:step\11\0000000,step,noisy,"A large amount of noise saturates the signal, furthermore.","The sequence resembles the trajectory of a positive cubic function, starting with an increase, followed by a decrease in the middle, and ending with another increase. This constitutes an inverted S-shape, rotated by 90 degrees. A large amount of noise saturates the signal, furthermore.",y,y,y,
566,6,sushi:noisy\13\0000003,noisy,negative spike,Large negative spikes separate the signal.,"The trend is similar to a Gaussian function, initially rising and then falling, with both ends ultimately merging at a constant value. Large negative spikes separate the signal.",y,y,y,"noisy→n_spike; 'large' magnitude distinguishes — kept y. q1: 'spikes separate the signal' odd collocation, grammatical"
567,6,sushi:smooth\23\0000005,smooth,positive spike,"In the same vein, the signal is occasionally interrupted by large positive spikes.","Signal, similar to an inverse sawtooth wave, shows a pattern that reverberates at regular intervals. In the same vein, the signal is occasionally interrupted by large positive spikes.",y,y,y,
568,6,sushi:pn_spike\21\0000000,positive-and-negative spike,smooth,"For the most part, the signal is smooth with slight disturbances.","Similar to a square wave, the signal displays a repeating pattern. For the most part, the signal is smooth with slight disturbances.",y,y,y,
569,6,sushi:smooth\07\0000004,smooth,step,"Notably, the signal is characterised by large step changes at various points.","The movement is signified by a decrease and converges to a certain value through exponential decay. Notably, the signal is characterised by large step changes at various points.",y,y,y,
570,6,sushi:p_spike\24\0000007,positive spike,noisy,Noise pervades throughout the signal.,The signal reflects a rhythm that's akin to a triangular wave. Noise pervades throughout the signal.,y,y,y,"no magnitude, but 'pervades throughout' claims pervasive noise — false for clean spike signal, kept y"
571,6,sushi:n_spike\14\0000000,negative spike,positive-and-negative spike,"Both large positive and negative spikes fill the signal, significantly.","The course is like a valley, starting with a drop and then a rise, and both ends finishing at the same level. Both large positive and negative spikes fill the signal, significantly.",y,y,y,"claims both polarities; truth negative-only — false, ok"
572,6,sushi:pn_spike\14\0000000,positive-and-negative spike,negative spike,"Besides, the signal is speckled with high levels of negative spikes.","The shift is in tune with an inverted Gaussian function, dropping at first and then climbing, with both ends eventually equating to a constant value. Besides, the signal is speckled with high levels of negative spikes.",y,y,n,"±spike truth is speckled with high-level negative spikes — claim still true, lacks exclusivity"
573,6,sushi:smooth\01\0000002,smooth,positive spike,Frequent positive spikes are found in the signal.,The trend is straight in its growth. Frequent positive spikes are found in the signal.,y,y,y,
574,6,sushi:step\20\0000001,step,smooth,Minor interruptions remain in the smooth signal.,"Signal presents a periodically repeating pattern that echoes a sinusoidal wave, consistent over a fixed time frame. Minor interruptions remain in the smooth signal.",y,y,y,retained trend clause 'Signal presents…' missing article (not swap-related)
575,6,sushi:p_spike\06\0000007,positive spike,step,"Additionally, there are large step changes throughout the signal.","The course indicates a decreasing inverse exponential growth, highlighted by a sharp plummet towards the end. Additionally, there are large step changes throughout the signal.",y,y,y,
576,6,sushi:n_spike\06\0000006,negative spike,noisy,"A large amount of noise covers the signal throughout, furthermore.","Decreasing inverse exponential growth with a drop is exhibited by the lapse. A large amount of noise covers the signal throughout, furthermore.",y,y,y,"spike-truth vs noise; 'covers throughout' pervasive — false, kept y. Retained trend 'exhibited by the lapse' awkward"
577,6,sushi:p_spike\06\0000002,positive spike,negative spike,"Besides, the signal is interrupted sporadically by large negative spikes.","The flow shows a decreasing inverse exponential enhancement, characterised by a steep plunge at the finish. Besides, the signal is interrupted sporadically by large negative spikes.",y,y,y,
578,6,sushi:noisy\11\0000005,noisy,positive spike,"Also, the signal frequently exhibits positive spikes of noticeable size.","The sequence mimics the path of a positive cubic function, initially rising, falling in the middle and finally rising again. This constitutes a reflexive, 90-degree rotated S-shape. Also, the signal frequently exhibits positive spikes of noticeable size.",y,y,y,noisy→p_spike; 'noticeable size' magnitude distinguishes — kept y
579,6,sushi:p_spike\09\0000001,positive spike,smooth,"Mainly, minor noise is observed in the smooth signal.","The pattern is consistently going up like an S-curve, and it's slowing down as it gets close to a certain value. Mainly, minor noise is observed in the smooth signal.",y,y,y,
580,6,sushi:pn_spike\13\0000000,positive-and-negative spike,noisy,"Additionally, the signal is plagued by substantial noise throughout.","First ascending and then descending, the movement corresponds to a Gaussian function, with both edges finally aligning to a constant value. Additionally, the signal is plagued by substantial noise throughout.",y,y,y,"spike-truth vs noise; 'plagued…throughout' pervasive — false, kept y"
581,6,sushi:smooth\07\0000004,smooth,positive-and-negative spike,Also noteworthy is the signal's consistent display of large positive and negative spikes.,The movement is signified by a decrease and converges to a certain value through exponential decay. Also noteworthy is the signal's consistent display of large positive and negative spikes.,y,y,y,
582,6,sushi:smooth\06\0000004,smooth,step,Consistent large step changes can be seen in the signal.,"The trend, ending with a fall, shows decreasing inverse exponential growth. Consistent large step changes can be seen in the signal.",y,y,y,
583,6,sushi:p_spike\20\0000008,positive spike,negative spike,"Additionally, there are large negative spikes throughout the signal.","The signal is showing a periodic pattern that repeats at regular intervals, like a sinusoidal wave. Additionally, there are large negative spikes throughout the signal.",y,y,y,
584,6,sushi:smooth\20\0000004,smooth,positive spike,"Additionally, the signal is scattered with large positive spikes.","Signal manifests a periodic, sine wave-like pattern. Additionally, the signal is scattered with large positive spikes.",y,y,y,
585,6,sushi:pn_spike\01\0000004,positive-and-negative spike,smooth,"Generally, the signal is smooth with minor disturbances.","The course is demonstrating a steady linear climb. Generally, the signal is smooth with minor disturbances.",y,y,y,
586,6,sushi:n_spike\12\0000009,negative spike,noisy,"Correspondingly, the signal is contaminated with significant noise.","Initially diminishing, then enlarging in the middle, and finally diminishing again, the pattern mirrors the curve of a negative cubic function. This creates a 90-degree rotated S-shape. Correspondingly, the signal is contaminated with significant noise.",y,y,n,contaminated with significant noise' — no pervasiveness cue; sporadic large negative spikes could read as significant noise contamination — not clearly false
587,6,sushi:n_spike\00\0000005,negative spike,step,"Also, there are substantial step changes throughout the signal.","The direction is sustained without any alterations from a specific value. Also, there are substantial step changes throughout the signal.",y,y,y,
